SA7038
     1.000000    0.000000
     0.993311    0.000876
     0.980435    0.002887
     0.965412    0.005512
     0.949528    0.008444
     0.933342    0.011520
     0.917006    0.014664
     0.900670    0.017810
     0.884399    0.020908
     0.868146    0.023945
     0.851910    0.026916
     0.835702    0.029804
     0.819490    0.032608
     0.803255    0.035332
     0.787003    0.037976
     0.770747    0.040537
     0.754492    0.043012
     0.738232    0.045398
     0.721950    0.047697
     0.705643    0.049913
     0.689312    0.052051
     0.672963    0.054112
     0.656598    0.056099
     0.640226    0.058011
     0.623858    0.059846
     0.607494    0.061598
     0.591121    0.063268
     0.574732    0.064857
     0.558335    0.066366
     0.541945    0.067792
     0.525568    0.069127
     0.509202    0.070368
     0.492836    0.071512
     0.476454    0.072559
     0.460057    0.073511
     0.443677    0.074366
     0.427334    0.075113
     0.411012    0.075742
     0.394685    0.076250
     0.378351    0.076640
     0.362027    0.076908
     0.345736    0.077046
     0.329489    0.077045
     0.313278    0.076893
     0.297076    0.076581
     0.280881    0.076110
     0.264733    0.075476
     0.248661    0.074662
     0.232655    0.073651
     0.216706    0.072430
     0.200813    0.070986
     0.185001    0.069311
     0.169313    0.067389
     0.153783    0.065193
     0.138419    0.062697
     0.123215    0.059868
     0.108245    0.056695
     0.093637    0.053152
     0.079385    0.049176
     0.065576    0.044758
     0.052502    0.039915
     0.040422    0.034661
     0.029597    0.029087
     0.020631    0.023619
     0.013874    0.018677
     0.009079    0.014441
     0.005767    0.010868
     0.003498    0.007827
     0.001942    0.005199
     0.000887    0.002885
     0.000267    0.000827
     0.000080   -0.001008
     0.000450   -0.002792
     0.001597   -0.004455
     0.003470   -0.005871
     0.006023   -0.007182
     0.009477   -0.008555
     0.014206   -0.010096
     0.020734   -0.011749
     0.029874   -0.013445
     0.041964   -0.015044
     0.056071   -0.016358
     0.071272   -0.017358
     0.086929   -0.018062
     0.102862   -0.018517
     0.118993   -0.018777
     0.135241   -0.018877
     0.151585   -0.018847
     0.168002   -0.018712
     0.184457   -0.018488
     0.200944   -0.018185
     0.217470   -0.017814
     0.234026   -0.017388
     0.250602   -0.016913
     0.267199   -0.016396
     0.283820   -0.015845
     0.300456   -0.015266
     0.317095   -0.014663
     0.333738   -0.014037
     0.350403   -0.013392
     0.367093   -0.012735
     0.383792   -0.012073
     0.400485   -0.011406
     0.417171   -0.010732
     0.433860   -0.010053
     0.450556   -0.009375
     0.467260   -0.008700
     0.483967   -0.008027
     0.500670   -0.007356
     0.517363   -0.006689
     0.534048   -0.006030
     0.550731   -0.005380
     0.567414   -0.004740
     0.584089   -0.004110
     0.600751   -0.003494
     0.617403   -0.002896
     0.634053   -0.002319
     0.650704   -0.001761
     0.667351   -0.001225
     0.683988   -0.000712
     0.700616   -0.000227
     0.717238    0.000229
     0.733853    0.000654
     0.750462    0.001045
     0.767064    0.001399
     0.783658    0.001714
     0.800245    0.001989
     0.816823    0.002219
     0.833394    0.002402
     0.849955    0.002536
     0.866506    0.002617
     0.883048    0.002643
     0.899580    0.002611
     0.916085    0.002516
     0.932516    0.002346
     0.948841    0.002080
     0.964904    0.001698
     0.980153    0.001162
     0.993264    0.000498
     1.000000    0.000000
