SA7038 mod7
     0.950000    0.008488
     0.943702    0.009591
     0.931306    0.011890
     0.916526    0.014758
     0.901348    0.017684
     0.885849    0.020632
     0.870292    0.023547
     0.854800    0.026393
     0.839319    0.029167
     0.823826    0.031866
     0.808320    0.034491
     0.792799    0.037042
     0.777268    0.039520
     0.761736    0.041920
     0.746204    0.044240
     0.730659    0.046478
     0.715092    0.048639
     0.702012    0.050430
     0.686676    0.052389
     0.671320    0.054315
     0.655950    0.056176
     0.640573    0.057971
     0.625203    0.059698
     0.609842    0.061352
     0.594475    0.062933
     0.579102    0.064441
     0.563723    0.065879
     0.548353    0.067245
     0.533007    0.068532
     0.517674    0.069737
     0.502354    0.070858
     0.487039    0.071893
     0.471720    0.072843
     0.456404    0.073710
     0.441119    0.074490
     0.425880    0.075166
     0.410673    0.075742
     0.395476    0.076213
     0.380291    0.076578
     0.365136    0.076830
     0.350043    0.076967
     0.335004    0.076982
     0.320087    0.076872
     0.305386    0.076635
     0.290454    0.076256
     0.275385    0.075726
     0.260491    0.075043
     0.245846    0.074212
     0.231451    0.073229
     0.217243    0.072086
     0.203118    0.070768
     0.189022    0.069258
     0.174955    0.067541
     0.160936    0.065603
     0.147015    0.063436
     0.133309    0.061040
     0.120017    0.058439
     0.107234    0.055645
     0.095003    0.052664
     0.083392    0.049511
     0.072506    0.046214
     0.062507    0.042836
     0.053607    0.039483
     0.045900    0.036251
     0.039342    0.033200
     0.033813    0.030352
     0.029181    0.027718
     0.025306    0.025289
     0.022059    0.023048
     0.019327    0.020966
     0.017020    0.019016
     0.015071    0.017172
     0.013430    0.015410
     0.012067    0.013706
     0.010955    0.012021
     0.010105    0.010335
     0.009579    0.008632
     0.009433    0.006919
     0.009607    0.005226
     0.010169    0.003607
     0.011191    0.002102
     0.012601    0.000785
     0.014307   -0.000406
     0.016284   -0.001518
     0.018542   -0.002592
     0.021121   -0.003655
     0.024082   -0.004720
     0.027511   -0.005804
     0.031523   -0.006920
     0.036271   -0.008075
     0.041951   -0.009272
     0.048786   -0.010505
     0.056962   -0.011753
     0.066580   -0.012975
     0.077581   -0.014118
     0.089747   -0.015126
     0.102804   -0.015968
     0.116523   -0.016635
     0.130727   -0.017134
     0.145296   -0.017478
     0.160138   -0.017682
     0.175172   -0.017763
     0.190352   -0.017733
     0.205651   -0.017603
     0.221043   -0.017383
     0.236526   -0.017082
     0.252082   -0.016712
     0.267700   -0.016283
     0.283374   -0.015805
     0.299090   -0.015288
     0.314839   -0.014735
     0.330627   -0.014148
     0.346474   -0.013540
     0.362359   -0.012918
     0.378274   -0.012289
     0.394193   -0.011656
     0.410111   -0.011017
     0.426038   -0.010370
     0.441975   -0.009722
     0.457914   -0.009077
     0.473858   -0.008434
     0.489802   -0.007792
     0.505739   -0.007153
     0.523681   -0.006439
     0.539617   -0.005813
     0.555556   -0.005194
     0.571494   -0.004584
     0.587415   -0.003985
     0.603319   -0.003400
     0.619221   -0.002834
     0.635143   -0.002285
     0.651075   -0.001748
     0.666974   -0.001226
     0.682800   -0.000741
     0.698537   -0.000312
     0.714190    0.000106
     0.729781    0.000588
     0.745347    0.001168
     0.760927    0.001808
     0.776557    0.002464
     0.792272    0.003089
     0.808094    0.003664
     0.824008    0.004208
     0.839947    0.004751
     0.855783    0.005314
     0.871395    0.005898
     0.886857    0.006466
     0.902498    0.006989
     0.918323    0.007471
     0.932525    0.007911
     0.943826    0.008279
     0.950000    0.008488
